DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2003,2.3,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2004,2.7,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2005,3.7,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2006,3.2,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2007,2.6,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2008,4.4,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2009,-0.8,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2010,2.4,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2011,3.8,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2012,2.1,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2013,1.2,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2014,1.3,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2015,-0.8,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2016,0.6,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2017,1.8,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2018,2.2,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2019,1.4,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2020,0.8,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2021,5.3,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2022,8.7,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2023,3.0,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,United States,2024,2.0,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2017,1.5,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2018,1.1,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2019,2.7,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2020,0.2,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2021,3.4,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2022,11.6,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2023,4.9,d,
ESTAT:PRC_HICP_AIND(1.0),19/11/25 11:00:00,Annual,Annual average rate of change,All-items HICP,Kosovo*,2024,1.6,d,
